SERIAL NUMBER,VIOLATION STATUS,VIOLATION CODE,VIOLATION DESCRIPTION,POINTS
DA6113572,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6113572,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6113572,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6113694,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6113694,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113694,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6113694,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6113694,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6113694,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113780,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6113780,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6113780,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6113830,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113830,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6113830,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6113830,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6113830,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113836,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6113836,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113836,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6113836,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6113836,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6113836,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113836,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6113895,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6113895,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113895,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6113939,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6113939,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6113939,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6113939,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6113939,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6113939,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6113939,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6113939,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",11.00
DA6113939,OUT OF COMPLIANCE,F152,"PERMIT SUSPENDED, REVOKED, MODIFIED, OR CLOSED FOR NO PERMIT",0.00
DA6113977,OUT OF COMPLIANCE,F142,GARBAGE AND REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,1.00
DA6113977,OUT OF COMPLIANCE,F149,PLAN REVIEW,1.00
DA6113977,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6113977,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6113977,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6113977,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6113977,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6114022,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6114022,OUT OF COMPLIANCE,F101,DEMONSTRATION OF KNOWLEDGE,2.00
DA6114022,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6114022,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6114103,OUT OF COMPLIANCE,F110,PROPER COOLING METHODS,2.00
DA6114103,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6114103,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6114103,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6114103,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6114103,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6114208,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6114208,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6114208,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6114208,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6114208,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6114208,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6114317,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6114317,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6114317,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",11.00
DA6114317,OUT OF COMPLIANCE,F142,GARBAGE AND REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,1.00
DA6114317,OUT OF COMPLIANCE,F152,"PERMIT SUSPENDED, REVOKED, MODIFIED, OR CLOSED FOR NO PERMIT",0.00
DA6114317,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6114317,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6114317,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6114317,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6114327,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6114327,OUT OF COMPLIANCE,F127,"APPROVED THAWING METHODS USED, FROZEN FOOD",1.00
DA6114327,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6114327,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6114327,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6114327,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6114327,OUT OF COMPLIANCE,F148,PERMITS AVAILABLE,1.00
DA6114327,OUT OF COMPLIANCE,F147,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,1.00
DA6114327,OUT OF COMPLIANCE,F153,MULTIPLE MAJOR CRITICAL VIOLATIONS / INCREASED RISK TO PUBLIC HEALTH,3.00
DA6114327,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6114327,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6114327,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6114327,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6114327,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6114435,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6114435,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6114435,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6114435,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6114435,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6114435,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6114435,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6114589,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6114589,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6114589,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6114589,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6114727,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6114727,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6114727,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,2.00
DA6114727,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6114727,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6114727,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6114727,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6114757,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6114757,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6114757,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6114757,OUT OF COMPLIANCE,F150,NOTIFICATION OF INTENT TO SUSPEND,0.00
DA6114757,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6114757,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6114757,OUT OF COMPLIANCE,F149,PLAN REVIEW,1.00
DA6114757,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6115491,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6115491,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6115491,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6115491,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6115491,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6115491,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6115627,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6116970,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6116970,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6116984,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6116984,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6116984,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6116984,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6116984,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6116996,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6116996,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6116996,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6116996,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6116996,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6117418,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6117418,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6117418,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6117581,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6117581,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6117592,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6117592,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6117611,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6117611,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6117611,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6118188,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6118188,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6118188,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6118188,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6118188,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6118188,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6118209,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6118209,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6118209,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6118209,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6118209,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6118209,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6118209,OUT OF COMPLIANCE,F148,PERMITS AVAILABLE,1.00
DA6118306,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6118306,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6118306,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6118306,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6118306,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6118306,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6118306,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6118306,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6118306,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6118306,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6118306,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6118306,OUT OF COMPLIANCE,F139,THERMOMETERS PROVIDED AND ACCURATE,1.00
DA6118306,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6118306,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6118306,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6118323,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6118323,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6118323,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6118323,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6118323,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6118323,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6118895,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6118895,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6118895,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6118895,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6118895,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6118895,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
