SERIAL NUMBER,VIOLATION STATUS,VIOLATION CODE,VIOLATION DESCRIPTION,POINTS
DA6108254,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108292,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6108292,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6108292,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6108297,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6108297,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108297,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6108297,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6108305,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108305,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6108305,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6108339,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108362,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6108362,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6108362,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108362,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6108362,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6108362,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6108365,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108365,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6108365,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6108365,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6108384,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6108384,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108384,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6108384,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6108433,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6108433,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6108433,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6108446,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6108446,OUT OF COMPLIANCE,F139,THERMOMETERS PROVIDED AND ACCURATE,1.00
DA6108446,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108446,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6108446,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6108446,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108450,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6108450,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,2.00
DA6108450,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6108450,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6108450,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6108450,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108454,OUT OF COMPLIANCE,F126,PERSONAL CLEANLINESS AND HAIR RESTRAINTS,1.00
DA6108454,OUT OF COMPLIANCE,F133,FOOD PROPERLY LABELED & HONESTLY PRESENTED,1.00
DA6108454,OUT OF COMPLIANCE,F147,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,1.00
DA6108454,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108454,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6108469,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6108469,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108476,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6108476,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6108476,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6108476,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108476,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6108476,OUT OF COMPLIANCE,F147,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,1.00
DA6108476,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6108476,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6108476,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6108476,OUT OF COMPLIANCE,F101,DEMONSTRATION OF KNOWLEDGE,2.00
DA6108476,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108476,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6108488,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6108488,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6108488,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6108499,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6108499,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6108499,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108502,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6108502,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108502,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6108502,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6108502,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6108502,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6108502,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",11.00
DA6108502,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6108502,OUT OF COMPLIANCE,F152,"PERMIT SUSPENDED, REVOKED, MODIFIED, OR CLOSED FOR NO PERMIT",0.00
DA6108502,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108502,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6108502,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6108502,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6108502,OUT OF COMPLIANCE,F139,THERMOMETERS PROVIDED AND ACCURATE,1.00
DA6108502,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6108524,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6108524,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108524,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6108529,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108529,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6108529,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6108529,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6108529,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6108529,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6108531,OUT OF COMPLIANCE,F126,PERSONAL CLEANLINESS AND HAIR RESTRAINTS,1.00
DA6108531,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6108531,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6108531,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6108538,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6108538,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108538,OUT OF COMPLIANCE,F142,GARBAGE AND REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,1.00
DA6108558,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6108558,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6108558,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108558,OUT OF COMPLIANCE,F139,THERMOMETERS PROVIDED AND ACCURATE,1.00
DA6108558,OUT OF COMPLIANCE,F147,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,1.00
DA6108558,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6108558,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6108558,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6108558,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108568,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108568,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6108568,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6108599,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108599,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6108638,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108638,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",11.00
DA6108638,OUT OF COMPLIANCE,F152,"PERMIT SUSPENDED, REVOKED, MODIFIED, OR CLOSED FOR NO PERMIT",0.00
DA6108638,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6108638,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108638,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6108638,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6108646,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6108646,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6108646,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6108646,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6108646,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6108646,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108646,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6108646,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6108646,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6108646,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108673,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6108673,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6108673,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108673,OUT OF COMPLIANCE,F127,"APPROVED THAWING METHODS USED, FROZEN FOOD",1.00
DA6108673,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6108702,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108702,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6108702,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108733,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108733,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108785,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108785,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108785,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",11.00
DA6108785,OUT OF COMPLIANCE,F152,"PERMIT SUSPENDED, REVOKED, MODIFIED, OR CLOSED FOR NO PERMIT",0.00
DA6108811,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6108811,OUT OF COMPLIANCE,F128,FOOD SEPARATED AND PROTECTED,1.00
DA6108811,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6108811,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6108818,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6108818,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108818,OUT OF COMPLIANCE,F114,"FOOD IN GOOD CONDITION, SAFE AND UNADULTERATED",4.00
DA6108818,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6108818,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6108818,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6108818,OUT OF COMPLIANCE,F147,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,1.00
DA6108818,OUT OF COMPLIANCE,F153,MULTIPLE MAJOR CRITICAL VIOLATIONS / INCREASED RISK TO PUBLIC HEALTH,3.00
DA6108826,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6108826,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,2.00
DA6108826,OUT OF COMPLIANCE,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",2.00
DA6108826,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6108826,OUT OF COMPLIANCE,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",1.00
DA6108826,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6108826,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6108826,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108826,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108826,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6108826,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6108826,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6108826,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6108856,OUT OF COMPLIANCE,F125,PERSON IN CHARGE PRESENT AND PERFORMS DUTIES,1.00
DA6108856,OUT OF COMPLIANCE,F146,NO UNAPPROVED SLEEPING QUARTERS,1.00
DA6108856,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6108856,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108878,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6108878,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6108878,OUT OF COMPLIANCE,F126,PERSONAL CLEANLINESS AND HAIR RESTRAINTS,1.00
DA6108878,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6108929,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6108929,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6108929,OUT OF COMPLIANCE,F150,NOTIFICATION OF INTENT TO SUSPEND,0.00
DA6108929,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6108929,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6108965,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
DA6108965,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6108965,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6108965,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6108965,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6108965,OUT OF COMPLIANCE,F109,TIME AS A PUBLIC HEALTH CONTROL; PROCEDURES & RECORDS,4.00
DA6108965,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6108965,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6108965,OUT OF COMPLIANCE,F153,MULTIPLE MAJOR CRITICAL VIOLATIONS / INCREASED RISK TO PUBLIC HEALTH,3.00
DA6108965,OUT OF COMPLIANCE,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,4.00
DA6109005,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6109005,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6109005,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109010,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6109010,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6109010,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6109010,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6109033,OUT OF COMPLIANCE,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,1.00
DA6109033,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6109033,OUT OF COMPLIANCE,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",1.00
DA6109033,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6109033,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6109033,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109063,OUT OF COMPLIANCE,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,1.00
DA6109063,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6109063,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6109065,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6109065,OUT OF COMPLIANCE,F140,WIPING CLOTHS: PROPERLY USED AND STORED,1.00
DA6109065,OUT OF COMPLIANCE,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",1.00
DA6109065,OUT OF COMPLIANCE,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,1.00
DA6109065,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109068,OUT OF COMPLIANCE,F148,PERMITS AVAILABLE,1.00
DA6109068,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109068,OUT OF COMPLIANCE,F133,FOOD PROPERLY LABELED & HONESTLY PRESENTED,1.00
DA6109068,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6109068,OUT OF COMPLIANCE,F116,FOOD OBTAINED FROM APPROVED SOURCE,4.00
DA6109068,OUT OF COMPLIANCE,F150,NOTIFICATION OF INTENT TO SUSPEND,0.00
DA6109081,OUT OF COMPLIANCE,F102,FOOD SAFETY CERTIFICATION,2.00
DA6109081,OUT OF COMPLIANCE,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,0.00
DA6109081,OUT OF COMPLIANCE,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",1.00
DA6109081,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109081,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,2.00
DA6109095,OUT OF COMPLIANCE,F101,DEMONSTRATION OF KNOWLEDGE,2.00
DA6109095,OUT OF COMPLIANCE,F122,HOT AND COLD WATER AVAILABLE,2.00
DA6109095,OUT OF COMPLIANCE,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",1.00
DA6109109,OUT OF COMPLIANCE,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",1.00
DA6109109,OUT OF COMPLIANCE,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,2.00
DA6109137,OUT OF COMPLIANCE,F134,NON-FOOD CONTACT SURFACES CLEAN,1.00
DA6109137,OUT OF COMPLIANCE,F148,PERMITS AVAILABLE,1.00
DA6109137,OUT OF COMPLIANCE,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,4.00
DA6109137,OUT OF COMPLIANCE,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",1.00
